time	V(probe)	V(n024)
1.423554610271385e-07	2.965175e-05	-1.320424e-04
1.423685064429915e-07	-2.163553e-04	-3.780468e-04
1.423826306632521e-07	-4.799241e-04	-6.416128e-04
1.424005751345851e-07	-8.077159e-04	-9.694009e-04
1.424112265497790e-07	-9.973398e-04	-1.159023e-03
1.424227398358696e-07	-1.196990e-03	-1.358671e-03
1.424340599578393e-07	-1.387048e-03	-1.548726e-03
1.424475763068220e-07	-1.604647e-03	-1.766322e-03
1.424627436278223e-07	-1.835129e-03	-1.996801e-03
1.424769449346789e-07	-2.036276e-03	-2.197945e-03
1.424902380313125e-07	-2.210432e-03	-2.372099e-03
1.425020034951063e-07	-2.352302e-03	-2.513967e-03
1.425105373542537e-07	-2.447592e-03	-2.609255e-03
1.425192217228892e-07	-2.537692e-03	-2.699353e-03
1.425288306396838e-07	-2.629021e-03	-2.790683e-03
1.425392685887231e-07	-2.717955e-03	-2.879613e-03
1.425517459980750e-07	-2.809762e-03	-2.971418e-03
1.425624830175041e-07	-2.875788e-03	-3.037443e-03
1.425726543355212e-07	-2.927008e-03	-3.088661e-03
1.425835348852470e-07	-2.969385e-03	-3.131037e-03
1.425969052940906e-07	-3.003648e-03	-3.165298e-03
1.426139087923529e-07	-3.018587e-03	-3.180235e-03
1.426246826249344e-07	-3.011405e-03	-3.173052e-03
1.426339824935685e-07	-2.994836e-03	-3.156483e-03
1.426447594477220e-07	-2.963696e-03	-3.125342e-03
1.426580599293045e-07	-2.907797e-03	-3.069442e-03
1.426704868861943e-07	-2.838418e-03	-3.000063e-03
1.426842951684703e-07	-2.742386e-03	-2.904031e-03
1.426981855297592e-07	-2.626298e-03	-2.787943e-03
1.427091610149796e-07	-2.521243e-03	-2.682888e-03
1.427190432487910e-07	-2.416992e-03	-2.578638e-03
1.427303702103623e-07	-2.286742e-03	-2.448388e-03
1.427415794191833e-07	-2.147076e-03	-2.308723e-03
1.427531153428955e-07	-1.992811e-03	-2.154458e-03
1.427659202727914e-07	-1.809954e-03	-1.971603e-03
1.427769026021964e-07	-1.644122e-03	-1.805771e-03
1.427846329332472e-07	-1.522799e-03	-1.684449e-03
1.427940700012431e-07	-1.369997e-03	-1.531649e-03
1.428071389068696e-07	-1.150748e-03	-1.312402e-03
1.428155923539823e-07	-1.004683e-03	-1.166336e-03
1.428258952577968e-07	-8.228272e-04	-9.844834e-04
1.428378786188186e-07	-6.068641e-04	-7.685221e-04
1.428460414423710e-07	-4.574931e-04	-6.191538e-04
1.428538348987080e-07	-3.135677e-04	-4.752284e-04
1.428633508286313e-07	-1.365590e-04	-2.982213e-04
1.428726726552643e-07	3.770426e-05	-1.239581e-04
1.428820862866585e-07	2.140116e-04	5.234588e-05
1.428921584249300e-07	4.023883e-04	2.407206e-04
1.429006358990310e-07	5.602704e-04	3.986011e-04
1.429094573000930e-07	7.234382e-04	5.617672e-04
1.429175564506605e-07	8.718744e-04	7.102017e-04
1.429277181814829e-07	1.055689e-03	8.940162e-04
1.429389840229857e-07	1.255594e-03	1.093917e-03
1.429530759826500e-07	1.498556e-03	1.336876e-03
1.429632649291386e-07	1.668521e-03	1.506839e-03
1.429752885841678e-07	1.861915e-03	1.700231e-03
1.429889995105302e-07	2.071796e-03	1.910109e-03
1.430024285545443e-07	2.265128e-03	2.103438e-03
1.430174953621214e-07	2.466088e-03	2.304395e-03
1.430353990027105e-07	2.680845e-03	2.519149e-03
1.430452854905878e-07	2.787519e-03	2.625822e-03
1.430550726416278e-07	2.884258e-03	2.722559e-03
1.430643200160584e-07	2.967269e-03	2.805568e-03
1.430772190166437e-07	3.068946e-03	2.907243e-03
1.430923412693443e-07	3.166540e-03	3.004835e-03
1.431071590297238e-07	3.238876e-03	3.077169e-03
1.431215773373568e-07	3.286609e-03	3.124901e-03
1.431349417890481e-07	3.310603e-03	3.148893e-03
1.431483993734346e-07	3.314925e-03	3.153214e-03
1.431618462034241e-07	3.299345e-03	3.137633e-03
1.431767102525052e-07	3.259118e-03	3.097406e-03
1.431867475452114e-07	3.218427e-03	3.056714e-03
1.431965087018519e-07	3.168559e-03	3.006845e-03
1.432054131928623e-07	3.114354e-03	2.952640e-03
1.432214705570337e-07	2.996184e-03	2.834471e-03
1.432340617441636e-07	2.885664e-03	2.723950e-03
1.432488409691406e-07	2.736872e-03	2.575159e-03
1.432600379490528e-07	2.611047e-03	2.449335e-03
1.432715123140098e-07	2.471060e-03	2.309348e-03
1.432848244971736e-07	2.295516e-03	2.133805e-03
1.432984469422663e-07	2.102348e-03	1.940639e-03
1.433127249368347e-07	1.886567e-03	1.724859e-03
1.433266034317643e-07	1.665185e-03	1.503478e-03
1.433373293773786e-07	1.487149e-03	1.325443e-03
1.433473801176473e-07	1.315550e-03	1.153847e-03
1.433585821456280e-07	1.119640e-03	9.579377e-04
1.433729168247974e-07	8.631578e-04	7.014577e-04
1.433881931390086e-07	5.845593e-04	4.228617e-04
1.433974810775700e-07	4.133733e-04	2.516772e-04
1.434057590859155e-07	2.602052e-04	9.851061e-05
1.434150807945878e-07	8.754714e-05	-7.414579e-05
1.434258874991295e-07	-1.121807e-04	-2.738717e-04
1.434383059143708e-07	-3.401069e-04	-5.017955e-04
1.434533820646246e-07	-6.128137e-04	-7.744994e-04
1.434672300333731e-07	-8.577819e-04	-1.019465e-03
1.434800271861256e-07	-1.077992e-03	-1.239672e-03
1.434891758903212e-07	-1.231091e-03	-1.392770e-03
1.435015450847326e-07	-1.431369e-03	-1.593045e-03
1.435136679501813e-07	-1.619281e-03	-1.780955e-03
1.435248890016509e-07	-1.784989e-03	-1.946661e-03
1.435373246420920e-07	-1.958470e-03	-2.120139e-03
1.435458793317776e-07	-2.071172e-03	-2.232840e-03
1.435564651281439e-07	-2.202608e-03	-2.364274e-03
1.435686844771199e-07	-2.342672e-03	-2.504336e-03
1.435796997235276e-07	-2.457683e-03	-2.619345e-03
1.435930404917873e-07	-2.581944e-03	-2.743604e-03
1.436056004928166e-07	-2.683273e-03	-2.844931e-03
1.436175745604310e-07	-2.765211e-03	-2.926868e-03
1.436309042034043e-07	-2.839081e-03	-3.000736e-03
1.436416573026990e-07	-2.885074e-03	-3.046727e-03
1.436539119550154e-07	-2.922417e-03	-3.084069e-03
1.436651239202386e-07	-2.942372e-03	-3.104024e-03
1.436756002645451e-07	-2.948668e-03	-3.110318e-03
1.436851265177179e-07	-2.944015e-03	-3.105665e-03
1.436938688776118e-07	-2.931062e-03	-3.092711e-03
1.437043042986593e-07	-2.904777e-03	-3.066425e-03
1.437156038754099e-07	-2.863152e-03	-3.024801e-03
1.437266397924117e-07	-2.809467e-03	-2.971115e-03
1.437400913281608e-07	-2.726979e-03	-2.888626e-03
1.437474691393094e-07	-2.673930e-03	-2.835578e-03
1.437546424742856e-07	-2.617182e-03	-2.778830e-03
1.437630541939034e-07	-2.544290e-03	-2.705938e-03
1.437713039667405e-07	-2.466311e-03	-2.627959e-03
1.437850306836844e-07	-2.322888e-03	-2.484536e-03
1.438000701242102e-07	-2.147095e-03	-2.308744e-03
1.438113467280876e-07	-2.003247e-03	-2.164897e-03
1.438212773527655e-07	-1.868608e-03	-2.030259e-03
1.438309530388328e-07	-1.730725e-03	-1.892377e-03
1.438411061590320e-07	-1.579437e-03	-1.741089e-03
1.438575194645079e-07	-1.322073e-03	-1.483727e-03
1.438731527387459e-07	-1.064036e-03	-1.225693e-03
1.438837791962066e-07	-8.825356e-04	-1.044194e-03
1.438949412524139e-07	-6.875361e-04	-8.491956e-04
1.439055047495870e-07	-4.996321e-04	-6.612932e-04
1.439208229462802e-07	-2.229834e-04	-3.846470e-04
1.439352462140840e-07	4.031594e-05	-1.213500e-04
1.439486574958126e-07	2.858794e-04	1.242112e-04
1.439587438723807e-07	4.701024e-04	3.084324e-04
1.439693480760742e-07	6.625157e-04	5.008437e-04
1.439808912957966e-07	8.696149e-04	7.079408e-04
1.439938689102786e-07	1.098348e-03	9.366710e-04
1.440065027084682e-07	1.315649e-03	1.153970e-03
1.440187521148637e-07	1.520125e-03	1.358444e-03
1.440316545935516e-07	1.727684e-03	1.566000e-03
1.440450457437398e-07	1.933357e-03	1.771671e-03
1.440583223714555e-07	2.126236e-03	1.964547e-03
1.440740506931126e-07	2.338842e-03	2.177151e-03
1.440885679193613e-07	2.518360e-03	2.356666e-03
1.441024710689525e-07	2.673977e-03	2.512281e-03
1.441138083578582e-07	2.788339e-03	2.626641e-03
1.441250895996514e-07	2.890390e-03	2.728691e-03
1.441369871047372e-07	2.984825e-03	2.823123e-03
1.441506045447815e-07	3.075707e-03	2.914004e-03
1.441624391395080e-07	3.139367e-03	2.977663e-03
1.441721546026296e-07	3.180744e-03	3.019038e-03
1.441842443162691e-07	3.218300e-03	3.056593e-03
1.441966792625963e-07	3.240645e-03	3.078937e-03
1.442112385819000e-07	3.245680e-03	3.083971e-03
1.442255393810629e-07	3.228429e-03	3.066719e-03
1.442421314658398e-07	3.181047e-03	3.019337e-03
1.442571055187793e-07	3.113415e-03	2.951704e-03
1.442669551382266e-07	3.056305e-03	2.894594e-03
1.442788980215283e-07	2.973974e-03	2.812263e-03
1.442908470448785e-07	2.877636e-03	2.715925e-03
1.443070272240785e-07	2.725858e-03	2.564148e-03
1.443166196122502e-07	2.624729e-03	2.463019e-03
1.443279700837181e-07	2.494944e-03	2.333235e-03
1.443394585095698e-07	2.352971e-03	2.191262e-03
1.443525070849849e-07	2.179623e-03	2.017915e-03
1.443673254104951e-07	1.968447e-03	1.806741e-03
1.443826938417894e-07	1.735006e-03	1.573301e-03
1.443937279342636e-07	1.559339e-03	1.397635e-03
1.444053267216392e-07	1.368399e-03	1.206697e-03
1.444169435892529e-07	1.171589e-03	1.009888e-03
1.444294415325156e-07	9.547037e-04	7.930048e-04
1.444430150926808e-07	7.144645e-04	5.527677e-04
1.444542205359844e-07	5.134790e-04	3.517840e-04
1.444647146633528e-07	3.239293e-04	1.622359e-04
1.444752782143084e-07	1.325983e-04	-2.909325e-05
1.444902996184520e-07	-1.388341e-04	-3.005230e-04
1.445060130255937e-07	-4.199654e-04	-5.816516e-04
1.445209089702140e-07	-6.816938e-04	-8.433774e-04
1.445335362520779e-07	-8.984069e-04	-1.060088e-03
1.445471283020683e-07	-1.124872e-03	-1.286551e-03
1.445613410065947e-07	-1.352597e-03	-1.514273e-03
1.445778978238283e-07	-1.604040e-03	-1.765714e-03
1.445885480002603e-07	-1.756952e-03	-1.918623e-03
1.445979492452731e-07	-1.885567e-03	-2.047237e-03
1.446071041931988e-07	-2.004676e-03	-2.166344e-03
1.446196944660097e-07	-2.157914e-03	-2.319581e-03
1.446335051147953e-07	-2.311067e-03	-2.472731e-03
1.446475957905475e-07	-2.450215e-03	-2.611877e-03
1.446632860055769e-07	-2.583658e-03	-2.745318e-03
1.446766560846842e-07	-2.678705e-03	-2.840363e-03
1.446876537406805e-07	-2.743562e-03	-2.905219e-03
1.447003595080676e-07	-2.803121e-03	-2.964777e-03
1.447156949060461e-07	-2.852628e-03	-3.014282e-03
1.447283653154813e-07	-2.874821e-03	-3.036474e-03
1.447386178179681e-07	-2.880288e-03	-3.041940e-03
1.447500199773874e-07	-2.873219e-03	-3.034870e-03
1.447609809285160e-07	-2.853406e-03	-3.015057e-03
1.447757899145051e-07	-2.806557e-03	-2.968208e-03
1.447895152848461e-07	-2.742818e-03	-2.904468e-03
1.447998294361125e-07	-2.682303e-03	-2.843953e-03
1.448113981343685e-07	-2.601874e-03	-2.763524e-03
1.448257854947989e-07	-2.483918e-03	-2.645568e-03
1.448395370031630e-07	-2.353315e-03	-2.514965e-03
1.448536263915397e-07	-2.202332e-03	-2.363984e-03
1.448672243903724e-07	-2.041108e-03	-2.202761e-03
1.448783014955023e-07	-1.899226e-03	-2.060879e-03
1.448879209761565e-07	-1.768847e-03	-1.930501e-03
1.448967734807892e-07	-1.643362e-03	-1.805017e-03
1.449036503227867e-07	-1.542464e-03	-1.704120e-03
1.449111930293382e-07	-1.428591e-03	-1.590247e-03
1.449186132871661e-07	-1.313502e-03	-1.475159e-03
1.449265458090489e-07	-1.187364e-03	-1.349022e-03
1.449320708442705e-07	-1.097749e-03	-1.259407e-03
1.449387808357454e-07	-9.871405e-04	-1.148799e-03
1.449444106819418e-07	-8.929475e-04	-1.054607e-03
1.449493824836983e-07	-8.088025e-04	-9.704625e-04
1.449549675479878e-07	-7.132977e-04	-8.749590e-04
1.449618683172330e-07	-5.940184e-04	-7.556798e-04
1.449707320733219e-07	-4.390416e-04	-6.007052e-04
1.449798593889428e-07	-2.777866e-04	-4.394516e-04
1.449883882451250e-07	-1.259789e-04	-2.876439e-04
1.449974193459582e-07	3.550971e-05	-1.261580e-04
1.450078709005516e-07	2.227402e-04	6.107082e-05
1.450165438224635e-07	3.779285e-04	2.162572e-04
1.450255131890733e-07	5.377678e-04	3.760954e-04
1.450360111676659e-07	7.233961e-04	5.617220e-04
1.450458325225681e-07	8.950632e-04	7.333874e-04
1.450591662980219e-07	1.123914e-03	9.622364e-04
1.450723320988149e-07	1.343929e-03	1.182249e-03
1.450828173499452e-07	1.514055e-03	1.352372e-03
1.450936443659428e-07	1.684200e-03	1.522516e-03
1.451044026187621e-07	1.847029e-03	1.685343e-03
1.451204714906578e-07	2.077150e-03	1.915462e-03
1.451369474219937e-07	2.295031e-03	2.133340e-03
1.451474661741454e-07	2.423685e-03	2.261992e-03
1.451616567003836e-07	2.583197e-03	2.421502e-03
1.451755413623376e-07	2.722736e-03	2.561040e-03
1.451878171297023e-07	2.831741e-03	2.670042e-03
1.451995565215703e-07	2.922809e-03	2.761110e-03
1.452111691682728e-07	2.999793e-03	2.838091e-03
1.452239579065462e-07	3.069060e-03	2.907357e-03
1.452317852102464e-07	3.103284e-03	2.941580e-03
1.452414940228257e-07	3.136964e-03	2.975259e-03
1.452520876920871e-07	3.162525e-03	3.000820e-03
1.452657088154358e-07	3.178093e-03	3.016386e-03
1.452799639039692e-07	3.173473e-03	3.011765e-03
1.452928880814458e-07	3.150832e-03	2.989124e-03
1.453057397236009e-07	3.111058e-03	2.949350e-03
1.453199099755730e-07	3.047550e-03	2.885841e-03
1.453308093391781e-07	2.984932e-03	2.823223e-03
1.453422137648319e-07	2.906920e-03	2.745212e-03
1.453537214730194e-07	2.815613e-03	2.653905e-03
1.453641718900127e-07	2.722090e-03	2.560382e-03
1.453742955454315e-07	2.622220e-03	2.460512e-03
1.453849158934833e-07	2.508046e-03	2.346339e-03
1.453960174884107e-07	2.378895e-03	2.217188e-03
1.454052278579883e-07	2.264518e-03	2.102812e-03
1.454163950220211e-07	2.117603e-03	1.955898e-03
1.454289378685136e-07	1.942580e-03	1.780876e-03
1.454412866044742e-07	1.760808e-03	1.599105e-03
1.454541452520320e-07	1.562621e-03	1.400920e-03
1.454681323019554e-07	1.338063e-03	1.176363e-03
1.454852328566844e-07	1.053058e-03	8.913602e-04
1.454987571336663e-07	8.211689e-04	6.594731e-04
1.455103059930921e-07	6.198543e-04	4.581602e-04
1.455219516356777e-07	4.148136e-04	2.531212e-04
1.455331471724359e-07	2.166628e-04	5.497218e-05
1.455448033966478e-07	1.024071e-05	-1.514481e-04
1.455588140267174e-07	-2.366329e-04	-3.983194e-04
1.455690355097083e-07	-4.150495e-04	-5.767344e-04
1.455788211032351e-07	-5.838100e-04	-7.454933e-04
1.455929010440672e-07	-8.218909e-04	-9.835719e-04
1.456071335348611e-07	-1.055447e-03	-1.217126e-03
1.456218318156884e-07	-1.287403e-03	-1.449079e-03
1.456381589469879e-07	-1.531934e-03	-1.693607e-03
1.456522642384650e-07	-1.730449e-03	-1.892120e-03
1.456611332533161e-07	-1.848585e-03	-2.010255e-03
1.456727648237409e-07	-1.994980e-03	-2.156649e-03
1.456850739721525e-07	-2.138678e-03	-2.300345e-03
1.456986687034322e-07	-2.283076e-03	-2.444741e-03
1.457090263822581e-07	-2.382491e-03	-2.544154e-03
1.457188610747079e-07	-2.468007e-03	-2.629669e-03
1.457294514758278e-07	-2.550085e-03	-2.711746e-03
1.457374323938488e-07	-2.604900e-03	-2.766561e-03
1.457485067957337e-07	-2.670677e-03	-2.832335e-03
1.457594567059564e-07	-2.723727e-03	-2.885385e-03
1.457740444352155e-07	-2.775511e-03	-2.937167e-03
1.457894725790452e-07	-2.806451e-03	-2.968106e-03
1.457993748535959e-07	-2.813291e-03	-2.974944e-03
1.458102240936679e-07	-2.809055e-03	-2.970709e-03
1.458192568742166e-07	-2.796188e-03	-2.957842e-03
1.458291444930466e-07	-2.772424e-03	-2.934077e-03
1.458412645489747e-07	-2.729625e-03	-2.891277e-03
1.458538186467756e-07	-2.669649e-03	-2.831301e-03
1.458645053292200e-07	-2.606289e-03	-2.767942e-03
1.458750629248581e-07	-2.532853e-03	-2.694506e-03
1.458886753973957e-07	-2.422767e-03	-2.584420e-03
1.459029175201376e-07	-2.289738e-03	-2.451391e-03
1.459177039372986e-07	-2.133322e-03	-2.294976e-03
1.459336881063054e-07	-1.944658e-03	-2.106313e-03
1.459483344062615e-07	-1.755299e-03	-1.916955e-03
1.459609556541915e-07	-1.580583e-03	-1.742241e-03
1.459734045825382e-07	-1.398813e-03	-1.560471e-03
1.459854965212858e-07	-1.214218e-03	-1.375878e-03
1.459959046662219e-07	-1.049700e-03	-1.211361e-03
1.460056595137088e-07	-8.913758e-04	-1.053038e-03
1.460148109046379e-07	-7.396911e-04	-9.013542e-04
1.460302906696314e-07	-4.775654e-04	-6.392306e-04
1.460464658851743e-07	-1.981452e-04	-3.598126e-04
1.460626545509902e-07	8.464790e-05	-7.702189e-05
1.460779145514648e-07	3.517938e-04	1.901217e-04
1.460925548831935e-07	6.065539e-04	4.448795e-04
1.461074418771117e-07	8.620499e-04	7.003731e-04
1.461232488485481e-07	1.127201e-03	9.655217e-04
1.461333913492791e-07	1.293040e-03	1.131359e-03
1.461426623100409e-07	1.441043e-03	1.279361e-03
1.461513531810686e-07	1.576267e-03	1.414583e-03
1.461625758352886e-07	1.745227e-03	1.583542e-03
1.461730321854357e-07	1.896346e-03	1.734659e-03
1.461859266184526e-07	2.073418e-03	1.911729e-03
1.461998431091564e-07	2.251945e-03	2.090254e-03
1.462142288161595e-07	2.421532e-03	2.259839e-03
1.462281882034428e-07	2.570428e-03	2.408734e-03
1.462416914379057e-07	2.698821e-03	2.537124e-03
1.462568942708209e-07	2.823929e-03	2.662230e-03
1.462719138283492e-07	2.926394e-03	2.764693e-03
1.462819377290580e-07	2.982704e-03	2.821003e-03
1.462927703756008e-07	3.032401e-03	2.870699e-03
1.463048329339365e-07	3.073870e-03	2.912167e-03
1.463155910251938e-07	3.098369e-03	2.936665e-03
1.463252580221407e-07	3.110257e-03	2.948553e-03
1.463359458303487e-07	3.112198e-03	2.950493e-03
1.463469478571253e-07	3.101909e-03	2.940203e-03
1.463579026614801e-07	3.079327e-03	2.917621e-03
1.463690186621027e-07	3.043933e-03	2.882227e-03
1.463829932651647e-07	2.981867e-03	2.820160e-03
1.463968773657791e-07	2.901216e-03	2.739510e-03
1.464108824791651e-07	2.801256e-03	2.639550e-03
1.464235036618913e-07	2.695723e-03	2.534018e-03
1.464343177672529e-07	2.594108e-03	2.432403e-03
1.464448509830880e-07	2.485629e-03	2.323924e-03
1.464609498310950e-07	2.302781e-03	2.141077e-03
1.464745657266398e-07	2.133032e-03	1.971329e-03
1.464839903081711e-07	2.008027e-03	1.846325e-03
1.464940034371866e-07	1.869017e-03	1.707316e-03
1.465053569291879e-07	1.704290e-03	1.542590e-03
1.465215726958852e-07	1.457427e-03	1.295728e-03
1.465367852288198e-07	1.215146e-03	1.053449e-03
1.465502554871950e-07	9.935694e-04	8.318741e-04
1.465638498085497e-07	7.647678e-04	6.030743e-04
1.465752821505129e-07	5.693703e-04	4.076784e-04
1.465860101849285e-07	3.843948e-04	2.227044e-04
1.465966393349710e-07	2.003381e-04	3.864770e-05
1.466083829112212e-07	-3.037364e-06	-1.647245e-04
1.466247405433623e-07	-2.844738e-04	-4.461585e-04
1.466363840039431e-07	-4.823490e-04	-6.440319e-04
1.466479806889153e-07	-6.762818e-04	-8.379629e-04
1.466625834434673e-07	-9.145567e-04	-1.076236e-03
1.466777438884173e-07	-1.153229e-03	-1.314906e-03
1.466932197745555e-07	-1.385772e-03	-1.547446e-03
1.467067469759647e-07	-1.578376e-03	-1.740048e-03
1.467215858981142e-07	-1.776642e-03	-1.938312e-03
1.467359136061583e-07	-1.953809e-03	-2.115478e-03
1.467517311832695e-07	-2.131555e-03	-2.293221e-03
1.467633966169349e-07	-2.249826e-03	-2.411490e-03
1.467721209121327e-07	-2.330772e-03	-2.492436e-03
1.467816478768086e-07	-2.411530e-03	-2.573193e-03
1.467947373623578e-07	-2.509027e-03	-2.670689e-03
1.468108651283374e-07	-2.606988e-03	-2.768648e-03
1.468267997812674e-07	-2.678986e-03	-2.840644e-03
1.468401258796276e-07	-2.719823e-03	-2.881480e-03
1.468527923145240e-07	-2.742024e-03	-2.903681e-03
1.468646005221672e-07	-2.748029e-03	-2.909685e-03
1.468771484184422e-07	-2.738845e-03	-2.900501e-03
1.468931289346613e-07	-2.704051e-03	-2.865706e-03
1.469027489748245e-07	-2.670730e-03	-2.832385e-03
1.469116844236352e-07	-2.631565e-03	-2.793220e-03
1.469227171491373e-07	-2.572475e-03	-2.734129e-03
1.469353507980893e-07	-2.490561e-03	-2.652216e-03
1.469489367156313e-07	-2.386011e-03	-2.547666e-03
1.469621620729610e-07	-2.268478e-03	-2.430133e-03
1.469751925999582e-07	-2.138184e-03	-2.299840e-03
1.469887560971577e-07	-1.988136e-03	-2.149793e-03
1.470037317507074e-07	-1.806548e-03	-1.968206e-03
1.470183808256853e-07	-1.614067e-03	-1.775726e-03
1.470332578918676e-07	-1.405069e-03	-1.566730e-03
1.470447577252301e-07	-1.235151e-03	-1.396813e-03
1.470564395402829e-07	-1.056003e-03	-1.217666e-03
1.470672604716427e-07	-8.849057e-04	-1.046570e-03
1.470800363724446e-07	-6.775425e-04	-8.392080e-04
1.470908262355034e-07	-4.986794e-04	-6.603462e-04
1.471049641354424e-07	-2.605165e-04	-4.221852e-04
1.471170831753727e-07	-5.400763e-05	-2.156779e-04
1.471292683697389e-07	1.546598e-04	-7.012119e-06
1.471432089618588e-07	3.932358e-04	2.315618e-04
1.471582211109042e-07	6.482027e-04	4.865266e-04
1.471725738766918e-07	8.883151e-04	7.266370e-04
1.471870937896583e-07	1.125781e-03	9.641009e-04
1.471995498606291e-07	1.323845e-03	1.162163e-03
1.472094135725867e-07	1.476239e-03	1.314556e-03
1.472185555328225e-07	1.613463e-03	1.451779e-03
1.472319342697908e-07	1.806405e-03	1.644718e-03
1.472459419853777e-07	1.997281e-03	1.835593e-03
1.472549930374139e-07	2.113998e-03	1.952308e-03
1.472663108553493e-07	2.251977e-03	2.090286e-03
1.472797325133391e-07	2.403349e-03	2.241656e-03
1.472966295954535e-07	2.573621e-03	2.411926e-03
1.473124903654993e-07	2.711555e-03	2.549858e-03
1.473284944725287e-07	2.827979e-03	2.666281e-03
1.473437657564394e-07	2.916827e-03	2.755128e-03
1.473570796068244e-07	2.975993e-03	2.814292e-03
1.473670742930324e-07	3.008975e-03	2.847274e-03
1.473767907189568e-07	3.031509e-03	2.869807e-03
1.473914600835266e-07	3.047579e-03	2.885877e-03
1.474009776586013e-07	3.046416e-03	2.884713e-03
1.474124119617062e-07	3.032963e-03	2.871259e-03
1.474248337970570e-07	3.003515e-03	2.841811e-03
1.474407014231364e-07	2.943723e-03	2.782018e-03
1.474576455722439e-07	2.852992e-03	2.691288e-03
1.474736642475745e-07	2.742492e-03	2.580788e-03
1.474887694570847e-07	2.617189e-03	2.455486e-03
1.475057139860507e-07	2.453569e-03	2.291867e-03
1.475214370114627e-07	2.281287e-03	2.119585e-03
1.475344127864667e-07	2.125334e-03	1.963634e-03
1.475426931823055e-07	2.019743e-03	1.858042e-03
1.475533853980227e-07	1.876932e-03	1.715232e-03
1.475647727270409e-07	1.717410e-03	1.555711e-03
1.475759208873926e-07	1.554493e-03	1.392796e-03
1.475900707237899e-07	1.339278e-03	1.177582e-03
1.476047360671142e-07	1.107728e-03	9.460340e-04
1.476189959239278e-07	8.759107e-04	7.142182e-04
1.476346094541394e-07	6.165552e-04	4.548646e-04
1.476491388126720e-07	3.718468e-04	2.101581e-04
1.476645315744009e-07	1.111626e-04	-5.052401e-05
1.476759859124355e-07	-8.259749e-05	-2.442826e-04
1.476853171935490e-07	-2.395932e-04	-4.012770e-04
1.476943671530988e-07	-3.906242e-04	-5.523067e-04
1.477057065695278e-07	-5.774555e-04	-7.391365e-04
1.477185626799194e-07	-7.850606e-04	-9.467398e-04
1.477334344210136e-07	-1.018110e-03	-1.179787e-03
1.477476118307187e-07	-1.231666e-03	-1.393341e-03
1.477582575607600e-07	-1.385607e-03	-1.547281e-03
1.477695476748258e-07	-1.542055e-03	-1.703727e-03
1.477861997731493e-07	-1.758498e-03	-1.920168e-03
1.478012401210600e-07	-1.937933e-03	-2.099601e-03
1.478179551655454e-07	-2.117633e-03	-2.279299e-03
1.478274082745996e-07	-2.209499e-03	-2.371164e-03
1.478382948775828e-07	-2.306030e-03	-2.467694e-03
1.478511422390746e-07	-2.406676e-03	-2.568339e-03
1.478636011282727e-07	-2.490064e-03	-2.651726e-03
1.478756772467753e-07	-2.557105e-03	-2.718766e-03
1.478848061273599e-07	-2.598573e-03	-2.760233e-03
1.478946002690165e-07	-2.634084e-03	-2.795743e-03
1.479082911827606e-07	-2.667934e-03	-2.829593e-03
1.479247462521720e-07	-2.684030e-03	-2.845688e-03
1.479360334025655e-07	-2.679481e-03	-2.841139e-03
1.479477579088006e-07	-2.661344e-03	-2.823001e-03
1.479601905917670e-07	-2.627287e-03	-2.788944e-03
1.479724122662636e-07	-2.579118e-03	-2.740775e-03
1.479834201687869e-07	-2.523475e-03	-2.685132e-03
1.479960000961167e-07	-2.445994e-03	-2.607651e-03
1.480131130228126e-07	-2.317624e-03	-2.479282e-03
1.480228204743719e-07	-2.233414e-03	-2.395072e-03
1.480326430941507e-07	-2.140196e-03	-2.301854e-03
1.480418852697468e-07	-2.045407e-03	-2.207066e-03
1.480552983780209e-07	-1.896281e-03	-2.057940e-03
1.480722086486854e-07	-1.690112e-03	-1.851773e-03
1.480855931946403e-07	-1.513733e-03	-1.675395e-03
1.480959808934539e-07	-1.369577e-03	-1.531240e-03
1.481045518603903e-07	-1.246282e-03	-1.407945e-03
1.481128458664244e-07	-1.123553e-03	-1.285217e-03
1.481214186864581e-07	-9.934877e-04	-1.155153e-03
1.481322401140587e-07	-8.251824e-04	-9.868486e-04
1.481426334369539e-07	-6.597750e-04	-8.214412e-04
1.481542571622818e-07	-4.712189e-04	-6.328876e-04
1.481681511675555e-07	-2.421243e-04	-4.037947e-04
1.481800454030503e-07	-4.383256e-05	-2.055045e-04
1.481921262399889e-07	1.585238e-04	-3.149609e-06
1.482072826525922e-07	4.121215e-04	2.504461e-04
1.482186081253747e-07	6.003936e-04	4.387167e-04
1.482308739691409e-07	8.019628e-04	6.402842e-04
1.482443776736080e-07	1.019828e-03	8.581480e-04
1.482525396887546e-07	1.148945e-03	9.872649e-04
1.482638877849310e-07	1.324493e-03	1.162810e-03
1.482771508641375e-07	1.522868e-03	1.361184e-03
1.482868005677373e-07	1.661991e-03	1.500304e-03
1.482954186719219e-07	1.782095e-03	1.620408e-03
1.483063204196306e-07	1.927894e-03	1.766206e-03
1.483161852435378e-07	2.053484e-03	1.891795e-03
1.483255148881601e-07	2.166316e-03	2.004625e-03
1.483393805981240e-07	2.322535e-03	2.160843e-03
1.483551270845856e-07	2.482199e-03	2.320505e-03
1.483706080951914e-07	2.619534e-03	2.457838e-03
1.483838089459594e-07	2.720412e-03	2.558716e-03
