time	V(far)	V(near)	V(probe)
7.921172769988211e-09	3.979976e+00	3.582994e+00	3.086077e+00
7.969426385171210e-09	3.971218e+00	3.587839e+00	3.078138e+00
8.025502144102993e-09	3.954946e+00	3.596951e+00	3.068305e+00
8.082129865798920e-09	3.930769e+00	3.593546e+00	3.057739e+00
8.126692159892189e-09	3.911586e+00	3.573330e+00	3.048913e+00
8.182457230820105e-09	3.899774e+00	3.534676e+00	3.036966e+00
8.239786924950766e-09	3.898838e+00	3.499804e+00	3.023494e+00
8.300509795527362e-09	3.886639e+00	3.484458e+00	3.008308e+00
8.355189462909119e-09	3.856233e+00	3.487541e+00	2.994530e+00
8.401225084082910e-09	3.825599e+00	3.492414e+00	2.983228e+00
8.453568697199020e-09	3.798017e+00	3.489118e+00	2.970785e+00
8.502539660398886e-09	3.782605e+00	3.475649e+00	2.959467e+00
8.545238549582668e-09	3.775023e+00	3.457664e+00	2.947270e+00
8.590670684428211e-09	3.770555e+00	3.438807e+00	2.939668e+00
8.637914437191678e-09	3.766523e+00	3.424110e+00	2.929292e+00
8.680501542766884e-09	3.758787e+00	3.413656e+00	2.920144e+00
8.721720745053124e-09	3.744461e+00	3.404441e+00	2.911525e+00
8.766354591588521e-09	3.719218e+00	3.393903e+00	2.902517e+00
8.815406244919324e-09	3.683844e+00	3.383405e+00	2.893055e+00
8.869446193297936e-09	3.649623e+00	3.378123e+00	2.883206e+00
8.911965623890304e-09	3.632724e+00	3.375958e+00	2.866642e+00
8.956672916972177e-09	3.629929e+00	3.372045e+00	2.868765e+00
8.994460263793478e-09	3.636583e+00	3.364073e+00	2.863057e+00
9.036226086749093e-09	3.641794e+00	3.347116e+00	2.856919e+00
9.083799166279403e-09	3.637519e+00	3.326916e+00	2.849859e+00
9.122938571685467e-09	3.622601e+00	3.315987e+00	2.841351e+00
9.164284836924510e-09	3.600530e+00	3.313118e+00	2.837312e+00
9.204669957580173e-09	3.578132e+00	3.315351e+00	2.830673e+00
9.251622415412651e-09	3.554434e+00	3.315596e+00	2.822592e+00
9.302903799100833e-09	3.536054e+00	3.308514e+00	2.813315e+00
9.349761074893122e-09	3.524775e+00	3.294597e+00	2.804534e+00
9.399791398550617e-09	3.514057e+00	3.274628e+00	2.795014e+00
9.453391210460565e-09	3.501535e+00	3.252041e+00	2.784782e+00
9.504629270695913e-09	3.489773e+00	3.234748e+00	2.774965e+00
9.552939165849580e-09	3.479570e+00	3.227937e+00	2.765666e+00
9.605422693924653e-09	3.466205e+00	3.230827e+00	2.755625e+00
9.652582340221141e-09	3.448816e+00	3.238185e+00	2.746773e+00
9.702679842714184e-09	3.424948e+00	3.240751e+00	2.737506e+00
9.753260687464017e-09	3.402574e+00	3.228445e+00	2.728162e+00
9.795226961313862e-09	3.391453e+00	3.206958e+00	2.720425e+00
9.852291810255736e-09	3.386454e+00	3.176983e+00	2.710209e+00
9.904339454932220e-09	3.382696e+00	3.162308e+00	2.701423e+00
9.941923759149336e-09	3.375212e+00	3.161405e+00	2.695439e+00
9.975748306318679e-09	3.364296e+00	3.166185e+00	2.690265e+00
1.001532079614990e-08	3.353782e+00	3.176261e+00	2.694280e+00
1.005657686714846e-08	3.336762e+00	3.182092e+00	2.678210e+00
1.009524523408537e-08	3.314470e+00	3.178683e+00	2.672310e+00
1.013945305776345e-08	3.297593e+00	3.170125e+00	2.665379e+00
1.018253303730657e-08	3.289423e+00	3.160275e+00	2.658432e+00
1.022913236002667e-08	3.288128e+00	3.156006e+00	2.660925e+00
1.027281039401307e-08	3.289322e+00	3.150757e+00	2.643179e+00
1.031521965474694e-08	3.287408e+00	3.140225e+00	2.635691e+00
1.035987913519956e-08	3.277924e+00	3.131511e+00	2.627732e+00
1.040145381291531e-08	3.259949e+00	3.125681e+00	2.620353e+00
1.044026674295434e-08	3.236987e+00	3.123384e+00	2.613546e+00
1.048288741930640e-08	3.211070e+00	3.125263e+00	2.606218e+00
1.051922407776885e-08	3.192923e+00	3.128199e+00	2.596706e+00
1.055758239873681e-08	3.183488e+00	3.130551e+00	2.593853e+00
1.059953474432036e-08	3.183970e+00	3.129252e+00	2.587142e+00
1.063962259249175e-08	3.188359e+00	3.120093e+00	2.580801e+00
1.068073392597684e-08	3.191314e+00	3.111518e+00	2.574390e+00
1.071397603065561e-08	3.188144e+00	3.106613e+00	2.569317e+00
1.074644880219909e-08	3.178702e+00	3.099141e+00	2.564512e+00
1.077562903780063e-08	3.166730e+00	3.093774e+00	2.560376e+00
1.080735871504632e-08	3.154788e+00	3.093857e+00	2.559777e+00
1.084256261045629e-08	3.141515e+00	3.097441e+00	2.551829e+00
1.087655429622630e-08	3.129141e+00	3.101174e+00	2.548022e+00
1.090839535126667e-08	3.121785e+00	3.105876e+00	2.544795e+00
1.094050651518198e-08	3.115403e+00	3.109587e+00	2.541860e+00
1.097422287218407e-08	3.110527e+00	3.112241e+00	2.541437e+00
1.101476206559277e-08	3.105422e+00	3.109597e+00	2.536156e+00
1.105312289017120e-08	3.100387e+00	3.100432e+00	2.533673e+00
1.108898508827835e-08	3.098665e+00	3.090953e+00	2.531540e+00
1.112305444634578e-08	3.099028e+00	3.083616e+00	2.529642e+00
1.115974428668330e-08	3.100174e+00	3.080057e+00	2.527699e+00
1.119732017739756e-08	3.100008e+00	3.082152e+00	2.525775e+00
1.122483756707279e-08	3.098083e+00	3.088117e+00	2.524375e+00
1.125035967008295e-08	3.094923e+00	3.096128e+00	2.523776e+00
1.127182731197567e-08	3.090182e+00	3.103372e+00	2.521895e+00
1.128610326614847e-08	3.086216e+00	3.107975e+00	2.521420e+00
1.130204536963947e-08	3.082360e+00	3.112219e+00	2.520825e+00
1.132074949935071e-08	3.077002e+00	3.116089e+00	2.519063e+00
1.133767292196950e-08	3.071823e+00	3.118518e+00	2.518279e+00
1.134911950659251e-08	3.068896e+00	3.119254e+00	2.517299e+00
1.136005594674997e-08	3.066427e+00	3.119329e+00	2.516731e+00
1.137111960894291e-08	3.064384e+00	3.119123e+00	2.516134e+00
1.138728132816267e-08	3.061148e+00	3.116784e+00	2.514853e+00
1.140055092583692e-08	3.058172e+00	3.112597e+00	2.513974e+00
1.141530759327622e-08	3.055478e+00	3.107124e+00	2.513064e+00
1.143050256179207e-08	3.053554e+00	3.102353e+00	2.512150e+00
1.144766384021124e-08	3.052649e+00	3.096730e+00	2.511097e+00
1.146428686725674e-08	3.052598e+00	3.091594e+00	2.510092e+00
1.148113746782056e-08	3.053587e+00	3.087998e+00	2.509225e+00
1.149373770533933e-08	3.055236e+00	3.085001e+00	2.508653e+00
1.150285937488250e-08	3.056337e+00	3.083046e+00	2.508097e+00
1.151277282998274e-08	3.057128e+00	3.081999e+00	2.507488e+00
1.151987812993025e-08	3.057459e+00	3.081870e+00	2.507050e+00
1.152634354236871e-08	3.057607e+00	3.082150e+00	2.506648e+00
1.153768971239476e-08	3.058321e+00	3.082557e+00	2.506408e+00
1.155699698588854e-08	3.059549e+00	3.083956e+00	2.505168e+00
1.156444325243807e-08	3.060018e+00	3.084914e+00	2.505483e+00
1.157192054695032e-08	3.060618e+00	3.085995e+00	2.504842e+00
1.157952367810496e-08	3.060823e+00	3.087451e+00	2.504328e+00
1.158615947221587e-08	3.060759e+00	3.088897e+00	2.503874e+00
1.159387111698286e-08	3.060439e+00	3.090726e+00	2.503338e+00
1.160193877596802e-08	3.060096e+00	3.092293e+00	2.503502e+00
1.161566408262117e-08	3.059337e+00	3.094458e+00	2.502510e+00
1.162709860615052e-08	3.058190e+00	3.096508e+00	2.501662e+00
1.163859704683595e-08	3.056690e+00	3.098657e+00	2.500793e+00
1.165256142834703e-08	3.054376e+00	3.101290e+00	2.501253e+00
1.166612704841368e-08	3.051795e+00	3.103727e+00	2.500185e+00
1.168190586304299e-08	3.047797e+00	3.105506e+00	2.499962e+00
1.169463292937026e-08	3.044061e+00	3.106167e+00	2.498926e+00
1.170484052941578e-08	3.041436e+00	3.106631e+00	2.498086e+00
1.171327631848861e-08	3.038898e+00	3.106754e+00	2.498646e+00
1.172221582257816e-08	3.035783e+00	3.106601e+00	2.498222e+00
1.174009483075727e-08	3.030632e+00	3.106284e+00	2.496725e+00
1.175105570091722e-08	3.027813e+00	3.106009e+00	2.497021e+00
1.176207866415985e-08	3.025123e+00	3.105666e+00	2.496094e+00
1.177281188305580e-08	3.023110e+00	3.105431e+00	2.495193e+00
1.178289326046940e-08	3.021602e+00	3.105180e+00	2.496150e+00
1.178943072969850e-08	3.020776e+00	3.104999e+00	2.495515e+00
1.179889932993948e-08	3.019826e+00	3.104833e+00	2.494728e+00
1.181118876679455e-08	3.018975e+00	3.104769e+00	2.493715e+00
1.182624048833204e-08	3.019113e+00	3.104686e+00	2.494223e+00
1.183793800694491e-08	3.019888e+00	3.104635e+00	2.493284e+00
1.184937502184034e-08	3.020514e+00	3.104766e+00	2.492379e+00
1.186459456323002e-08	3.022833e+00	3.104606e+00	2.493093e+00
1.187497324052171e-08	3.025971e+00	3.104084e+00	2.493283e+00
1.188701118390851e-08	3.029695e+00	3.103555e+00	2.492558e+00
