time	V(far)	V(near)	V(probe)
4.312307500680775e-09	3.859679e+00	3.185353e+00	3.229333e+00
4.314128031387175e-09	3.861979e+00	3.191811e+00	3.232145e+00
4.315605470457489e-09	3.863760e+00	3.197001e+00	3.232777e+00
4.317364935108151e-09	3.865446e+00	3.202987e+00	3.234100e+00
4.319464163271707e-09	3.867584e+00	3.209287e+00	3.236628e+00
4.321402319149169e-09	3.870082e+00	3.214437e+00	3.239514e+00
4.324054317023934e-09	3.873621e+00	3.219748e+00	3.240933e+00
4.326606046787281e-09	3.877225e+00	3.223332e+00	3.244610e+00
4.329770946817883e-09	3.882007e+00	3.227720e+00	3.245831e+00
4.332348394979112e-09	3.886116e+00	3.230705e+00	3.247858e+00
4.334683969049041e-09	3.890806e+00	3.230024e+00	3.249591e+00
4.336757714596306e-09	3.895626e+00	3.225495e+00	3.249880e+00
4.339406461803238e-09	3.901950e+00	3.218532e+00	3.252786e+00
4.342305595213532e-09	3.908740e+00	3.213035e+00	3.256393e+00
4.344370003862635e-09	3.913284e+00	3.209494e+00	3.255678e+00
4.346586436012204e-09	3.917897e+00	3.205937e+00	3.258286e+00
4.348965009449603e-09	3.922786e+00	3.203844e+00	3.261003e+00
4.351555445084370e-09	3.927190e+00	3.202788e+00	3.258989e+00
4.353996305975302e-09	3.930673e+00	3.202806e+00	3.261586e+00
4.356998848075258e-09	3.935287e+00	3.204576e+00	3.264648e+00
4.360697761771109e-09	3.939025e+00	3.209504e+00	3.261633e+00
4.365170624879945e-09	3.942265e+00	3.217893e+00	3.265622e+00
4.370828110195094e-09	3.944972e+00	3.227378e+00	3.262363e+00
4.379100047330631e-09	3.945215e+00	3.243472e+00	3.261109e+00
4.384208632519542e-09	3.945782e+00	3.263597e+00	3.259458e+00
4.389797544188590e-09	3.948586e+00	3.286330e+00	3.261686e+00
4.392987750830363e-09	3.949929e+00	3.295568e+00	3.254968e+00
4.396340092744120e-09	3.950624e+00	3.303201e+00	3.255696e+00
4.399416265290515e-09	3.952465e+00	3.306129e+00	3.256122e+00
4.402115461741452e-09	3.952914e+00	3.302175e+00	3.247354e+00
4.404887968497428e-09	3.952043e+00	3.293073e+00	3.245389e+00
4.408067375328096e-09	3.952025e+00	3.283000e+00	3.245154e+00
4.413898139515071e-09	3.950964e+00	3.271005e+00	3.235444e+00
4.419256628377511e-09	3.949781e+00	3.264845e+00	3.233761e+00
4.425517129185788e-09	3.947185e+00	3.249184e+00	3.219360e+00
4.433356850762981e-09	3.943386e+00	3.226527e+00	3.214668e+00
4.439068971555828e-09	3.937937e+00	3.210360e+00	3.194194e+00
4.443468037527476e-09	3.931165e+00	3.197201e+00	3.187882e+00
4.448388404794513e-09	3.927008e+00	3.188802e+00	3.183341e+00
4.451364042535993e-09	3.925728e+00	3.186543e+00	3.180387e+00
4.454810523055670e-09	3.923295e+00	3.184843e+00	3.164283e+00
4.458154199763756e-09	3.920241e+00	3.183855e+00	3.160592e+00
4.464841553179928e-09	3.915895e+00	3.184731e+00	3.152681e+00
4.472054100786096e-09	3.905393e+00	3.185306e+00	3.123677e+00
4.479773742431489e-09	3.884564e+00	3.196421e+00	3.095843e+00
4.488211655925788e-09	3.865182e+00	3.209749e+00	3.081157e+00
4.492308798657220e-09	3.854760e+00	3.206933e+00	3.064772e+00
4.495404748327102e-09	3.846038e+00	3.201259e+00	3.061035e+00
4.499374022094750e-09	3.838988e+00	3.192161e+00	3.054529e+00
4.503972795538512e-09	3.833245e+00	3.180967e+00	3.046825e+00
4.505792543267753e-09	3.827450e+00	3.181896e+00	3.030958e+00
4.506941804627462e-09	3.821739e+00	3.185568e+00	3.028994e+00
4.508569748363511e-09	3.814871e+00	3.189628e+00	3.026199e+00
4.510235801131742e-09	3.809092e+00	3.192484e+00	3.023324e+00
4.511956829233447e-09	3.804196e+00	3.194169e+00	3.020338e+00
4.514414286586512e-09	3.798655e+00	3.194595e+00	3.016051e+00
4.516543431344180e-09	3.793476e+00	3.189595e+00	2.998914e+00
4.517921775933123e-09	3.789752e+00	3.183542e+00	2.996488e+00
4.519184017667936e-09	3.786818e+00	3.178080e+00	2.994260e+00
4.520451970503874e-09	3.784252e+00	3.172695e+00	2.992019e+00
4.522987876175750e-09	3.780001e+00	3.162311e+00	2.987527e+00
4.527157515398997e-09	3.776583e+00	3.143486e+00	2.966751e+00
4.530635957566098e-09	3.776925e+00	3.127905e+00	2.954704e+00
4.532616097240547e-09	3.777359e+00	3.120515e+00	2.950156e+00
4.534731505201258e-09	3.777178e+00	3.113474e+00	2.946428e+00
4.536673024656014e-09	3.776472e+00	3.107804e+00	2.943020e+00
4.539031774790529e-09	3.775028e+00	3.101851e+00	2.938901e+00
4.542111438586584e-09	3.771000e+00	3.094176e+00	2.921455e+00
4.545556149357610e-09	3.764751e+00	3.086182e+00	2.915558e+00
4.548715289925905e-09	3.756124e+00	3.084609e+00	2.901762e+00
4.552138132157496e-09	3.744899e+00	3.087466e+00	2.896072e+00
4.555735271042233e-09	3.735718e+00	3.089408e+00	2.890204e+00
4.561042163008707e-09	3.715473e+00	3.092952e+00	2.865934e+00
4.567305806003772e-09	3.687068e+00	3.096579e+00	2.848309e+00
4.572525072827081e-09	3.672254e+00	3.095849e+00	2.840682e+00
4.576890259817405e-09	3.660805e+00	3.090737e+00	2.822243e+00
4.581236505886502e-09	3.649690e+00	3.082966e+00	2.816406e+00
4.585818599988661e-09	3.635653e+00	3.081148e+00	2.799097e+00
4.588939946808763e-09	3.624748e+00	3.083200e+00	2.795287e+00
4.592886117148883e-09	3.616584e+00	3.083648e+00	2.790693e+00
4.595978094322956e-09	3.605281e+00	3.081883e+00	2.770529e+00
4.599054702420620e-09	3.590658e+00	3.078719e+00	2.767131e+00
4.602598425968194e-09	3.579519e+00	3.074590e+00	2.759092e+00
4.606951918046496e-09	3.569522e+00	3.068071e+00	2.749536e+00
4.611972918639253e-09	3.563811e+00	3.060666e+00	2.738968e+00
4.615918062267416e-09	3.564405e+00	3.056916e+00	2.731013e+00
4.619661215172702e-09	3.568640e+00	3.056104e+00	2.721519e+00
4.623898466088107e-09	3.575161e+00	3.058583e+00	2.715891e+00
4.627947026898237e-09	3.580354e+00	3.061804e+00	2.708721e+00
4.634474044361380e-09	3.586111e+00	3.067158e+00	2.697877e+00
